Ch,E,dT,T_0.1,T_0.2,T_0.3,T_0.4,T_0.5,T_0.6,T_0.7,T_0.8,I_0.1,I_0.2,I_0.3,I_0.4,I_0.5,I_0.6,I_0.7,I_0.8,
0,4211,-18.8109,31.3173,41.6897,50.5148,58.185,64.8554,70.8543,76.9571,84.6486,0.631256,2.01624,4.13264,6.811,9.42159,12.5621,16.334,22.2426,
0,2057,-9.43932,41.4328,57.3917,70.1082,79.9558,89.8727,98.7745,107.1,115.4,1.07352,3.24141,6.40993,9.40682,13.7822,18.5814,24.335,30.2466,
0,4529,-33.0665,29.0693,40.681,52.7153,65.9587,79.4876,92.7986,103.345,112.936,0.553302,2.13025,5.0452,9.4405,15.6312,22.6555,29.6344,36.302,
0,2147,-27.733,34.9114,45.6171,57.317,66.1409,73.6466,79.7694,85.6553,93.1289,0.797093,2.26916,5.18113,8.24493,11.2709,14.4306,18.2097,24.1656,
0,4528,-22.3785,31.7054,43.6801,53.6307,62.8558,70.8623,77.6659,84.0554,91.145,0.612736,2.27698,4.62008,7.64609,11.09,14.791,19.247,24.4652,
0,4538,-24.9754,25.6393,33.193,39.7796,46.0587,51.9935,57.4882,63.077,70.775,0.489996,1.55761,2.96583,5.30522,7.46144,10.6116,14.4509,19.6615,
0,3087,-28.2334,20.4631,24.9443,28.6198,32.1447,35.81,39.9374,45.0483,52.2409,0.228161,0.689422,1.52405,2.8274,4.11087,6.19456,10.027,15.2569,
0,4454,-9.66671,26.0367,34.1653,40.9518,47.1196,53.116,60.0419,68.6697,78.3514,0.443008,1.54713,2.94394,5.26205,7.91238,11.733,16.8708,24.2993,
0,939,-15.2985,35.05,49.878,59.0154,69.5665,78.0352,84.2248,91.7335,98.7282,0.909104,2.84982,5.18407,8.58737,12.5619,15.7968,20.2543,25.398,
0,828,-1.1517,24.4295,32.3258,39.3049,47.0381,53.2808,59.7251,65.038,71.8312,0.0599107,1.08442,2.74997,5.49991,8.09763,11.3049,15.1076,19.5784,
0,4527,-31.9981,25.1998,32.5879,39.9857,46.9514,55.5074,65.3676,78.1486,92.6588,0.444505,1.40568,3.01834,5.32521,9.28085,14.6993,23.1038,33.5331,
0,2292,-36.2793,24.615,30.8302,36.9296,43.5994,51.5818,61.6398,74.123,87.2739,0.498322,1.28157,2.64122,4.97231,8.48536,13.8835,22.2498,32.0157,
0,4471,-11.943,33.7366,48.3717,59.506,70.2389,79.118,87.6657,97.3107,108.403,0.687448,2.78027,5.43417,9.16835,13.1396,17.4606,23.8743,32.0495,
0,3593,-25.0209,23.9798,30.7974,38.9928,50.4562,61.2924,73.3049,86.5708,100.692,0.194181,1.10151,2.99104,7.10798,11.9636,18.5182,26.878,37.307,
0,4518,-21.4481,27.0267,35.1318,41.8764,48.5072,55.7203,63.7597,71.4556,79.9759,0.525664,1.62904,3.03385,5.34974,8.4161,12.7007,17.7812,23.698,
0,2319,-8.83722,23.85,30.4076,36.1831,41.0953,45.8503,51.3373,58.425,67.6571,0.204423,1.10792,2.50126,4.16963,5.89297,9.10007,13.6032,20.2953,
0,4512,-15.5226,26.7324,35.1283,42.4553,49.54,56.2807,62.5268,69.2499,77.6758,0.418879,1.64356,3.30007,5.65588,8.69541,11.9109,16.388,22.3409,
0,3600,-28.9358,25.1953,32.2347,39.7804,47.7158,55.9404,63.194,70.485,79.0277,0.416314,1.3941,3.05433,5.74001,9.2077,13.4729,17.9325,24.6482,
0,4531,17.1857,30.8735,42.034,52.2539,60.6902,68.4602,75.5965,83.0247,91.9167,0.584802,2.26257,4.68322,7.36318,10.8409,14.59,19.7188,25.6484,
0,1584,-7.75812,26.233,34.3609,41.3737,49.1747,57.0309,63.8895,71.2044,78.2554,0.568227,1.64809,3.31499,6.0376,9.53137,12.751,17.8258,23.0529,
0,3008,-20.7317,32.3456,43.6609,53.2379,62.3419,69.5798,75.7962,81.5634,88.1051,0.708839,2.21787,4.58969,7.66306,10.673,13.8591,17.6251,22.8311,
0,2531,-14.3589,27.2526,36.5836,44.4471,51.2568,57.1414,62.8328,68.4737,76.1452,0.414292,1.63153,3.52514,5.83691,8.47653,11.1261,14.9182,20.8893,
0,4543,-12.1668,38.5202,55.8812,70.1566,80.9534,89.8515,97.2048,103.562,110.719,0.957351,3.34748,6.96185,10.3353,14.2241,18.4946,22.2924,27.4761,
0,1089,-12.0602,23.6884,31.2738,36.7871,41.4743,45.549,49.332,54.1643,60.9464,0.057002,1.11798,2.27861,3.87492,5.54687,7.64903,10.8671,15.3179,
0,647,-31.8287,39.7817,50.037,63.4757,77.8121,84.3115,91.6869,97.8207,103.795,0.956121,2.49388,5.69548,10.4461,13.5048,17.2978,20.9836,25.4037,
0,4528,-19.7682,32.3288,43.4555,52.5458,60.0831,66.9857,73.465,79.5705,86.7116,0.683204,2.209,4.34308,7.02649,9.62837,13.3344,17.1416,22.31,
0,4526,-12.2414,37.456,53.0031,63.9318,72.0581,78.9837,85.8358,93.9072,103.168,0.830539,3.11398,5.4812,8.49569,11.0953,14.8109,19.9075,27.2985,
0,4526,-23.834,31.9662,44.2284,53.3775,60.273,65.8578,71.2516,77.2149,84.2467,0.578555,2.37657,4.50688,6.84665,8.9775,12.1693,16.0097,21.2177,
0,2929,-29.3016,40.748,58.0545,70.9138,81.1603,89.9128,96.7391,102.862,109.935,0.990387,3.53468,6.40681,10.1334,13.6096,17.3037,21.0842,26.2394,
0,4536,-27.6944,45.9123,63.5953,76.1936,85.9257,93.6733,99.753,105.369,112.403,1.02574,3.54832,6.67851,9.69519,13.1367,16.2941,20.0815,25.2865,
0,4520,-26.5545,24.8587,32.0715,39.3021,46.6869,54.9897,64.1908,74.553,86.295,0.256104,1.34583,3.02635,5.39563,8.86547,14.2687,20.7014,29.6413,
0,2097,-13.1296,33.2051,45.4236,55.9753,65.2003,72.7961,78.802,84.4308,91.4615,0.695554,2.40609,4.78139,8.12859,11.1825,14.3185,18.1169,23.3107,
0,4525,-31.131,26.1932,34.0865,41.6713,48.3689,56.5009,65.9762,76.7184,91.8451,0.436294,1.56634,3.2164,5.56107,9.12703,13.9356,21.0171,32.0993,
0,1689,-23.2768,21.1429,26.0224,30.679,34.688,38.2257,41.8423,46.3926,53.4541,0.172398,0.861009,1.78363,3.03332,4.68479,6.28247,9.46359,14.6916,
0,4522,-16.0853,28.4696,37.7689,45.9878,54.198,61.7644,68.2855,73.959,80.7184,0.552529,1.76746,3.62309,6.65463,9.7049,13.4205,16.5604,21.7212,
0,4498,5.88323,33.0278,43.661,52.0039,59.1531,64.9125,69.9666,75.0992,81.784,0.74814,2.14398,4.27647,6.6481,8.7846,11.3836,15.1811,19.6423,
0,4525,-33.6241,21.6807,26.298,30.6084,35.0431,39.883,45.2502,51.3582,59.4859,0.190023,0.814298,1.72623,3.39199,5.12157,8.32094,12.161,18.1236,
0,2826,-20.3394,31.4049,42.8289,52.9195,62.0034,70.9664,77.2395,83.2085,90.0249,0.594482,2.11318,4.47484,7.86618,11.3605,15.0671,18.8796,24.1129,
0,1187,-60.1344,39.5288,52.0423,61.771,70.7688,78.0374,84.935,91.3478,98.8535,1.15167,2.96986,5.17867,8.16743,11.6935,14.9371,19.3054,24.51,
0,2772,-20.0059,46.1417,65.0545,79.4751,89.607,97.2508,103.26,109.078,115.9,1.29465,4.02437,7.40735,10.7682,14.2418,17.4394,21.2728,25.7229,
0,826,-23.7099,26.0328,35.459,42.7075,48.4561,53.225,58.6336,64.4399,71.9478,0.368181,1.59772,3.22883,5.17718,7.37731,10.0356,13.8163,19.0182,
0,2706,-31.6069,35.4652,46.891,56.3526,64.4573,70.4544,75.245,80.1863,87.5957,0.885548,2.40665,4.77029,7.44938,10.0109,12.6512,15.847,21.103,
0,4501,-14.8056,26.6318,34.104,40.1835,45.2117,49.6642,54.2742,59.6573,67.1518,0.431907,1.50713,2.92365,4.57901,6.28905,8.94837,12.1341,18.0918,
0,1278,2.5124,25.0038,32.7458,38.5846,44.3226,49.1885,53.65,58.5149,65.4245,0.370022,1.29908,2.68006,4.65333,6.81578,8.92293,12.1013,17.3103,
0,942,16.655,29.4557,41.3656,50.9726,60.2246,67.4506,72.356,76.5272,80.9727,0.118324,1.9569,3.97053,7.39481,10.4143,13.0233,15.5163,18.4368,
0,500,-48.6914,31.418,53.1364,70.5888,84.6749,90.2745,94.5158,99.1917,103.44,0.318408,2.91816,6.85624,11.601,14.1262,16.3057,19.4147,22.3512,
0,882,23.5418,21.8129,27.0356,31.5343,36.0163,40.2912,43.9495,48.4944,53.7341,-0.379063,0.418984,1.30904,2.98943,4.6685,6.2713,9.38062,13.0756,
0,4118,-16.1398,44.6579,62.096,73.9901,82.3645,89.0867,95.0415,100.603,107.543,1.20491,3.71799,6.29039,9.28899,12.3416,15.5724,18.7419,23.9436,
0,4524,-22.8829,32.5222,43.5387,51.84,59.3861,66.5572,73.1182,80.1305,88.7305,0.686217,2.19412,4.04005,6.72697,9.77464,13.5285,18.0394,23.9807,
0,3214,-31.5518,26.2498,34.516,43.468,52.3543,62.782,74.3095,88.2271,104.649,0.433032,1.54089,3.70524,6.76009,11.1929,17.6814,26.7398,38.6095,
0,1303,-30.6709,30.1492,39.7203,50.2066,60.0191,66.0967,71.6962,77.38,84.2893,0.710479,2.00382,4.62947,8.06649,10.673,13.3346,17.1356,22.3717,
0,4515,-29.3746,39.7605,55.4355,67.6949,77.5496,85.0503,91.557,98.2623,105.821,0.912976,3.20604,6.06503,9.41586,12.8922,16.113,20.5784,25.7494,
0,4516,-16.5754,26.2527,34.1619,40.645,46.0207,50.8776,55.6584,61.5004,69.8139,0.403334,1.50017,2.88703,4.87387,6.58562,9.20748,13.0392,18.9658,
0,4509,-15.5032,30.1858,40.4761,49.2824,57.0463,63.7659,69.2372,74.4885,81.0621,0.601492,1.9929,4.13122,6.86222,9.45501,12.6134,15.778,21.0021,
0,4534,-32.2207,41.0891,55.4419,66.7319,75.3532,82.3423,88.366,93.9528,100.574,1.04548,3.01292,5.62991,8.6295,11.6814,14.8671,18.022,23.1733,
0,4530,-13.2189,24.9584,32.2232,38.1345,43.8983,49.4025,55.1691,61.7549,70.8553,0.374113,1.41976,2.84922,4.51124,7.07354,10.3088,14.1377,20.8081,
0,4207,77.5957,35.4179,50.2315,62.8555,73.1917,81.6893,89.3189,96.1698,103.306,0.733358,2.83534,5.73688,9.43649,12.9529,17.2206,21.6846,26.8859,
0,2506,-6.11603,27.9243,37.3744,46.9766,54.5674,61.3958,67.6551,73.938,81.0727,0.433976,1.8222,3.95993,6.57912,9.62939,12.8111,16.5764,22.5018,
0,4537,-17.1064,33.9299,47.5848,58.6784,67.0523,74.0979,80.8893,88.7358,97.0805,0.70654,2.65702,5.25555,8.29033,11.356,14.5877,19.6662,26.3213,
0,4532,-21.6033,25.0265,32.0104,38.8449,46.152,53.6157,60.9138,68.0843,76.4462,0.438058,1.42447,2.84871,5.54469,8.62508,12.3389,17.4382,23.4057,
0,2108,-8.15908,24.0636,30.9724,36.2678,40.8986,45.0594,49.1345,53.7311,60.3906,0.349641,1.10113,2.4593,3.75601,5.86571,7.99473,10.5599,15.7478,
0,4435,-29.9951,24.787,31.7268,38.8921,47.1577,57.1825,68.6524,81.948,96.667,0.263848,1.17349,2.81167,5.87605,10.3276,16.3091,24.6512,35.8075,
0,1397,-12.3124,21.0418,25.7885,29.7556,34.2915,39.8531,46.4683,54.7994,63.8135,0.0840486,0.551146,1.38755,3.08915,5.25503,9.02367,14.0938,20.7719,
0,2924,-11.9918,20.4773,25.3405,29.2033,32.6454,36.0831,39.8472,44.8394,51.6881,0.259155,0.867847,1.77151,2.72801,4.41409,6.02582,9.18967,14.3486,
0,4526,55.9442,25.6426,32.6729,38.5146,44.0879,49.8839,56.0751,63.0469,71.3923,0.459154,1.3543,2.7294,4.73632,6.91177,10.6614,15.1703,21.1342,
0,2754,-12.1237,33.1146,46.1059,58.3416,67.3716,74.8013,81.8703,91.0943,102.972,0.670186,2.53573,5.41842,8.45929,11.4834,15.2108,21.6483,29.8559,
0,650,28.4411,28.5387,58.0215,68.3797,79.542,87.9223,95.3611,101.921,107.658,0.0442702,4.19881,6.57992,10.3157,13.79,18.0235,21.8327,26.2529,
0,4029,-9.70436,30.925,41.1212,50.2654,57.6669,64.3191,70.7913,78.2685,87.0967,0.555333,2.06158,4.22448,6.55824,9.60084,12.7978,17.914,24.6065,
0,4507,-16.2605,28.2871,36.6381,43.6745,49.281,53.9939,58.4838,63.5982,70.8601,0.616045,1.68688,3.31162,5.27059,6.95295,9.57156,12.7384,17.9335,
0,1848,18.765,25.8106,36.251,47.2382,55.3099,61.4567,67.453,72.7157,77.5454,-0.0830186,1.44999,4.1402,6.8346,9.40596,12.6246,15.7301,19.3757,
0,2207,-21.1397,23.438,30.0365,34.9574,38.9748,42.6616,46.4184,50.8684,57.8106,0.359798,1.30196,2.19131,3.42355,5.07214,7.17529,9.68967,14.9035,
0,1621,-12.4786,28.3144,37.8194,48.1268,56.7055,63.8273,70.6904,76.9939,84.579,0.581273,1.79552,4.43706,7.09962,10.1463,13.8353,17.612,23.4936,
0,2456,-21.8597,29.5364,38.8572,46.3254,52.7738,58.1269,62.6283,66.9951,73.2078,0.524882,1.72807,3.59173,5.5882,8.15726,10.2428,12.7442,17.9439,
0,4530,-28.1673,34.4278,48.2257,59.7643,69.454,77.963,85.1841,91.9705,99.9624,0.759556,2.7336,5.36829,8.72937,12.1984,16.4647,20.2772,26.1453,
0,4270,-25.3275,28.2898,38.688,48.791,59.1196,68.1075,76.6563,85.1211,94.636,0.483062,1.90225,4.27708,8.00344,11.9868,16.2885,22.0618,28.7305,
0,1238,-55.2998,49.918,63.6641,74.8994,84.2076,91.9303,98.1648,103.041,109.178,0.899109,2.85009,5.45258,8.76171,11.853,15.5037,18.6722,23.1945,
0,2064,-11.8021,30.7673,42.1671,51.4917,61.3823,70.7359,77.6211,83.9286,90.7925,0.483768,2.14134,4.32199,7.73727,11.6379,15.3542,19.1183,24.2637,
0,4536,-8.57572,28.4335,38.4139,47.4361,55.778,63.3709,70.6782,78.4962,87.6386,0.482185,1.88096,4.02566,6.71674,10.1956,13.9536,19.0435,25.7238,
0,3269,-14.9201,39.8135,54.8128,66.1241,74.6277,81.8774,87.9427,93.9638,101.002,0.952783,3.0416,5.89649,8.60109,11.6104,14.7533,18.5146,24.4473,
0,1899,-9.84406,33.8268,48.5519,60.2527,69.8886,77.6971,84.1091,89.2098,95.2426,0.687085,2.86645,5.70277,8.76876,12.2231,15.9485,19.1326,23.6042,
0,589,-19.4485,24.6911,34.8211,45.1827,51.8769,58.7756,64.4709,69.72,76.1577,0.266365,1.68784,4.33165,6.28539,9.29875,12.4558,15.6646,20.7696,
0,4519,-21.9882,27.2671,35.5122,41.4862,46.4133,50.8243,55.1139,59.9065,66.8403,0.520151,1.60913,2.96818,4.60187,6.28433,8.92202,11.4651,16.6409,
0,2391,-12.5731,46.9591,63.0805,74.5564,83.3559,90.3422,95.7039,100.766,107.375,1.15682,3.5969,6.18969,9.23736,12.2599,14.8924,18.0329,23.2213,
0,2825,-22.4761,28.8049,37.8567,45.7548,52.8171,60.0949,68.9803,79.6289,89.5301,0.490368,1.69044,3.55078,5.86755,9.38546,13.7066,20.7594,28.1342,
0,2735,-17.4897,28.9051,39.2541,48.7369,57.0188,65.9116,72.5588,79.1122,86.1996,0.494907,2.03591,4.17,7.23397,10.7207,14.4191,18.8746,24.0831,
0,2656,-17.6788,37.2991,52.1294,66.0576,75.0029,81.7082,87.8961,95.8232,107.434,0.806678,2.92559,6.32382,9.38894,11.9774,15.1432,20.254,29.2101,
0,2560,-19.5913,20.5611,24.8533,28.1948,31.2507,34.2877,37.7887,42.4033,49.0437,0.190604,0.634184,1.47866,2.44029,3.73724,5.33214,8.50362,13.7315,
0,2201,-22.6985,20.799,24.7531,27.9837,31.0916,34.2735,37.697,41.8882,48.6231,0.261006,0.670863,1.28427,2.54207,3.83724,5.41618,7.92902,13.1407,
0,1245,-13.2692,24.2005,30.8827,36.898,42.4609,47.0213,51.9602,58.9877,68.1347,0.389696,1.17731,2.52413,4.48344,6.60186,8.80208,13.2082,20.6862,
0,1359,-38.5146,28.2608,36.8005,42.5149,47.3855,52.5082,58.981,66.2488,78.0642,0.486648,1.52672,2.89668,4.52009,6.70052,9.92317,15.0144,24.0399,
0,2384,-46.4445,40.5679,55.1433,67.1003,76.0687,83.5498,89.7207,95.5467,102.262,0.942531,3.08531,6.008,9.06291,12.11,15.277,19.0522,24.2623,
0,4518,-20.6677,23.1334,29.4692,35.5524,42.0131,49.6965,58.8429,70.8017,88.1591,0.241846,1.05923,2.45877,4.83715,7.92886,12.774,20.4943,33.9409,
0,4533,-21.1269,30.7743,42.6239,52.1318,60.3382,67.2698,74.6849,83.3007,92.3447,0.535916,2.2001,4.57792,7.28388,10.3418,14.119,19.8723,26.546,
0,1622,11.4101,44.2644,61.4937,74.5293,85.2897,93.0137,99.3678,105.123,111.777,1.21061,3.55052,6.6573,10.4261,13.9368,17.0901,20.9219,25.3547,
0,4532,-20.8442,36.5961,50.7761,62.0894,70.7842,78.0064,84.1499,90.4127,97.7651,0.84329,2.80184,5.66182,8.35893,11.8286,15.0683,18.9002,24.0684,
0,627,3.05162,22.2221,30.4307,41.9811,47.3171,52.2018,57.5966,62.1496,67.7764,-0.651904,0.464008,3.14581,5.14838,7.33097,9.94466,13.0852,16.7815,
0,4513,-15.8112,27.5784,36.3334,43.53,50.0022,55.976,62.4017,70.5096,82.1257,0.429761,1.65721,3.29989,5.65625,7.82249,11.5551,16.7115,25.6673,
0,4528,-17.2775,25.653,32.9272,39.0736,44.4791,49.6732,55.1165,61.7297,70.8857,0.394341,1.28893,2.90361,4.57109,6.7176,9.93066,13.7801,20.4411,
0,4249,-20.3361,31.6026,44.5928,55.8134,65.2735,73.3921,80.4755,86.8519,94.0769,0.618019,2.47951,5.09034,8.46045,11.9665,15.6872,19.481,25.3983,
0,4550,-23.9179,36.6096,51.9134,64.7552,74.9109,83.3193,90.0027,95.7772,102.734,0.855421,2.96793,6.06117,9.39847,13.3074,17.0505,20.2241,25.3771,
0,1000,-42.7658,23.5248,29.2038,33.8622,38.6682,43.1878,48.3045,57.1041,70.4498,0.59494,1.33845,2.26815,3.85502,5.96434,8.67428,14.5795,24.3285,
0,4513,-26.3439,22.5232,27.5867,32.5136,38.1435,45.5136,55.8505,67.727,77.931,0.254959,0.8816,2.02834,4.08236,7.18274,12.615,20.2775,27.6395,
0,754,-35.0258,28.5812,37.8563,45.5235,53.4494,60.2377,65.1958,70.8973,78.7589,0.749561,1.99955,3.83918,6.53953,9.63094,12.213,15.4409,21.3164,
0,1689,-9.1591,27.4192,36.3351,43.3997,50.4915,56.7607,62.1331,67.3007,74.1434,0.550422,1.76316,3.43558,5.77316,8.35527,11.5318,14.6969,19.9286,
0,2184,-26.5311,34.5846,46.6015,57.5522,66.6467,74.7271,81.2495,87.548,94.718,0.746262,2.41613,5.05078,8.05844,11.55,15.2285,19.0689,24.227,
0,4515,-20.745,24.9131,31.671,38.1692,44.9118,52.0819,59.305,66.4812,75.5814,0.35481,1.25258,2.90061,4.92542,8.39996,12.1804,16.6515,23.3618,
0,1912,-29.9063,24.7368,31.4702,37.1336,42.6657,48.2674,54.3946,63.2681,74.247,0.392309,1.3058,2.71039,4.37398,6.97234,10.2152,16.0724,24.2378,
0,2771,-5.09988,37.5432,54.0089,65.6902,74.6546,81.6293,87.6091,92.9861,99.3628,0.798667,3.23569,5.85171,8.84941,11.8664,15.045,18.1661,23.3391,
0,987,-20.3684,41.4828,56.7263,69.6918,79.7347,86.0356,91.1489,96.4667,102.438,1.33685,3.42346,6.3025,9.71179,12.7139,15.3994,18.5784,23.0064,
0,2983,-17.1061,29.4783,39.4391,47.5264,54.5364,60.8281,66.5034,72.7041,80.6016,0.643616,2.00333,3.89947,6.22326,8.79955,11.9826,15.7909,21.7078,
0,4523,-21.3962,29.4088,40.3111,50.126,57.9053,64.0252,69.3572,74.5754,81.3276,0.597152,2.14071,4.54883,6.88187,9.89822,12.5712,15.7322,20.9442,
0,2946,-9.70253,35.3819,53.5975,64.6101,74.9216,83.7332,90.8514,97.2647,103.81,0.862583,3.40037,6.00851,9.36725,13.2566,16.9673,21.3911,25.8309,
0,1829,-28.6596,20.6624,24.3229,27.3268,30.4134,33.6229,37.5404,42.3542,49.4562,0.218433,0.653696,1.30818,2.27113,3.57211,5.66147,8.85794,14.0857,
0,2707,-26.0712,38.6821,54.6993,67.2546,77.1799,85.0937,91.7364,97.8915,105.304,0.900053,3.08017,6.24255,9.58857,13.1205,16.3141,20.0923,26.0122,
0,2478,-20.2952,28.5791,37.7787,45.9733,54.2452,62.2053,68.784,74.8559,81.9417,0.452735,1.67829,3.54626,6.5782,10.067,13.2656,17.03,22.178,
0,4530,-15.9414,31.2925,42.5779,53.0088,62.6131,70.5742,77.2544,83.5868,91.0418,0.630856,2.16979,4.83376,7.89521,11.3496,15.096,18.9099,24.8638,
0,4534,-21.5534,29.3203,38.4862,46.4984,53.3014,59.8614,66.824,74.7051,83.6258,0.587215,1.82815,3.70272,6.04024,8.64611,12.3735,17.4591,24.1047,
0,2784,-12.5079,30.3096,41.3307,49.7639,57.8307,65.2994,71.3364,76.6366,83.4192,0.605154,2.13768,4.0167,6.68148,10.152,13.3318,16.4979,21.6901,
0,4545,-31.188,26.0896,34.4064,42.4581,51.3866,60.6944,72.2804,85.3268,101.856,0.393568,1.50557,3.40799,6.48017,10.4434,16.968,25.3653,37.3175,
0,4540,-16.328,32.9748,44.3574,54.1843,61.5339,67.7275,74.4929,82.7832,92.5387,0.655776,2.31041,4.70998,7.03341,9.61964,13.3642,18.4892,25.8741,
0,4533,-18.9798,31.6412,44.1022,55.3564,65.561,73.8833,80.8596,87.4746,94.4549,0.627937,2.48398,5.15592,8.5316,11.9933,15.705,20.1219,25.3053,
0,3888,-20.3636,28.216,37.264,44.0666,50.8761,59.487,69.2823,80.0389,89.6507,0.549039,1.77282,3.44831,5.47038,9.43457,14.8611,21.9328,28.5781,
0,4518,-9.96254,27.1633,36.3618,44.5218,52.0129,59.3033,67.1833,75.0497,83.3053,0.521353,1.7771,3.66482,6.37331,9.46978,13.8,18.9299,24.8802,
0,290,48.4711,28.4032,41.1907,46.6219,52.8658,58.162,71.2545,75.8262,79.4527,0.183757,2.15567,3.19173,5.31136,7.86614,14.9532,17.4106,20.2612,
0,1466,-9.45129,31.5531,42.0704,51.5757,58.7061,64.0411,68.9962,73.8259,80.0701,0.729257,2.25322,4.43489,6.71756,9.2924,11.4188,14.5238,19.7255,
0,2081,-20.1634,39.5483,53.7047,65.2101,73.2734,79.4265,84.4761,89.6175,96.1413,0.903782,2.82384,5.68531,8.36821,10.9646,13.606,16.7673,21.9802,
0,3171,-14.5209,33.5293,45.6218,55.5769,63.3816,69.6595,75.0222,80.4466,87.4536,0.740606,2.38211,4.73977,7.41017,9.97815,13.1814,16.3667,21.5878,
0,4537,-15.8703,24.5843,31.0607,36.3861,41.5796,47.3336,53.6131,59.8348,67.3418,0.398241,1.32775,2.49351,4.15573,6.77765,9.98418,13.765,19.6939,
0,4529,-24.1534,27.1802,35.0934,41.0964,46.4304,51.8272,58.065,65.9535,75.5996,0.604133,1.70391,3.11853,4.79152,6.94748,10.7179,15.202,22.5889,
0,2993,-8.08508,25.986,33.3839,39.8381,45.4692,50.2064,54.7674,60.3171,68.2555,0.38509,1.42209,2.83487,4.76964,6.9156,9.03399,12.8665,18.8422,
0,4514,-27.3102,31.2116,41.6451,49.8022,56.4814,62.3826,67.6929,73.0224,79.783,0.694715,2.08365,3.93888,6.24178,8.83799,11.476,15.2913,19.7599,
0,3423,-31.2174,25.8091,33.8328,42.5308,52.6947,63.3735,76.5836,91.1754,107.139,0.297026,1.38412,3.52523,6.9354,11.8004,18.8437,28.5451,40.5163,
0,1410,22.5693,31.5054,42.4473,51.2863,60.288,68.2128,74.3409,80.0389,85.253,0.258059,1.73528,3.91942,6.94318,10.4278,13.649,17.4801,21.1626,
0,4523,-19.7253,25.5417,32.9451,38.9238,44.3366,49.853,55.7881,62.1203,70.0584,0.433099,1.34171,2.67042,4.64462,6.80155,9.97851,14.4314,20.4283,
0,985,-13.4042,27.627,39.4793,48.8422,55.6314,62.0438,67.4381,73.1738,80.1673,0.459974,2.23811,4.3344,6.65498,9.71405,12.3509,16.1818,21.4212,
0,1535,-22.5975,27.3954,36.0799,42.7688,48.972,54.0598,58.5658,63.5509,71.2983,0.493524,1.71605,3.13733,5.09474,7.6198,9.7833,12.8971,18.9051,
0,4522,-21.7437,33.5642,45.9449,57.0761,66.1141,73.6795,81.2437,88.004,95.276,0.690099,2.36003,5.21823,8.28447,11.3406,15.6365,20.1075,25.3203,
0,953,-20.1889,21.3029,25.8851,29.495,33.0794,36.6236,40.3661,44.5457,50.1291,0.468557,0.909466,1.76594,3.06955,4.37169,6.46294,9.01434,13.4662,
0,3918,-16.7564,32.8386,44.7376,55.526,64.9656,72.7796,79.5017,86.6731,95.9263,0.67916,2.34224,4.96438,7.95287,11.4011,15.1111,19.5921,26.2479,
0,2394,-16.1324,27.514,35.8723,43.656,51.1857,58.4398,65.1656,71.1346,78.2967,0.460756,1.50793,3.37531,6.04846,9.13231,12.8646,16.7016,21.9169,
0,567,2.07752,23.8308,28.9218,34.5914,39.919,44.0909,48.8482,55.6739,67.0499,0.208677,0.86286,2.22812,3.8037,5.94076,8.08698,12.5694,21.5676,
0,2918,-29.5014,21.8755,27.0489,32.2384,37.8751,44.5412,52.0212,61.2729,72.2031,0.210756,0.987917,2.17195,3.85213,6.8822,11.2194,17.0422,25.2479,
0,4439,-18.6106,27.6813,37.5984,46.8339,54.8746,61.7618,67.316,72.969,79.9844,0.424763,1.81263,3.92344,6.56544,9.56147,12.726,15.8965,21.0216,
0,4510,-18.423,22.94,29.0077,33.7696,38.2415,42.6632,47.6717,53.9551,64.0801,0.313878,1.20366,2.1185,3.74575,5.4703,8.12206,11.9294,20.1617,
0,1649,-11.649,31.1018,46.8375,60.5532,71.4293,80.165,87.1764,93.0371,100.356,0.559062,2.80873,6.11778,9.8486,13.7953,17.5383,21.3709,26.6098,
0,4433,-13.6978,21.7044,26.7016,31.159,35.8234,41.258,47.8007,56.708,69.2149,0.211252,0.810731,1.95189,3.27908,5.8873,9.11951,14.9043,24.58,
0,1722,-14.9697,43.9305,61.1517,71.2136,79.1458,84.775,90.0914,95.3791,102.015,0.9133,3.37906,5.82671,8.49345,10.6439,13.8192,17.0098,22.2369,
0,4522,-13.6949,35.3896,49.877,61.7663,70.7263,77.9663,83.8817,89.5391,96.6599,0.759031,2.70509,5.53738,8.54208,11.5293,14.6694,18.448,23.6374,
0,2814,-22.8639,21.1155,25.3798,29.7078,34.7552,40.1033,45.9406,52.6843,62.9142,-0.247549,0.255293,1.18689,2.83057,5.44278,8.1118,12.5459,20.0044,
0,4535,-15.6188,32.3919,43.6949,53.6764,61.8332,69.7433,76.5443,82.5949,89.5008,0.737163,2.27719,4.62597,7.28869,10.7538,14.4627,18.2521,23.4394,
0,4515,-17.9083,24.948,32.4422,38.5986,44.8467,52.7101,62.4947,73.5762,82.5619,0.317483,1.36551,2.74912,4.75011,8.2562,13.6617,20.6862,27.3252,
0,2671,-2.17325,35.9833,52.1698,62.2382,70.037,75.8028,80.9398,86.2087,93.3612,0.599517,2.97892,5.40129,8.0857,10.2333,12.8334,16.6352,21.8556,
0,1345,-14.0057,19.7928,23.4244,26.2842,29.2146,32.1242,35.1241,38.9993,44.2846,-0.297408,0.136521,0.787537,1.75081,3.05318,4.65012,6.53727,11.0086,
